record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,current_light_mood_and_alertness_timestamp,ema_light,currentight,check_mixedlight,additional_light,currentmood,anxious,elated,sad,angry,irritable,energetic,kss_instr,kss,uuid_4,startdate_4,enddate_4,scheduledate_4,status_4,supplementaldata_4,serializedresult_4,current_light_mood_and_alertness_complete
10,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10,current_light_mood_and_alertness,1,,,,,1,I,1,E,1,0,4,1,0,0,2,1,2,FB099550-B6E5-11EF-9B16-3D005CB61481,"2024-12-10 11:00:34","2024-12-10 11:02:10",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-12-10 11:02:10"",    ""utcTime"": ""2024-12-10 11:00:34.724202Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
10,current_light_mood_and_alertness,2,,,,,1,I,1,E,1,0,1,0,0,2,3,1,4,20289160-B6FF-11EF-9254-1F3D975F611C,"2024-12-10 14:00:34","2024-12-10 14:01:44",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-12-10 14:01:44"",    ""utcTime"": ""2024-12-10 14:00:34.421769Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
10,current_light_mood_and_alertness,3,,,,,1,E,1,I,1,0,5,0,0,0,3,1,2,465F3F00-B718-11EF-A10A-AFE9C63C2355,"2024-12-10 17:00:35","2024-12-10 17:01:40",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-12-10 17:01:41"",    ""utcTime"": ""2024-12-10 17:00:35.950734Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
10,current_light_mood_and_alertness,4,,,,,1,L,1,E,1,0,1,0,0,1,0,1,6,6C3BE5C0-B731-11EF-A56C-E75F6BFBE1CA,"2024-12-10 20:00:36","2024-12-10 20:01:36",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-12-10 20:01:37"",    ""utcTime"": ""2024-12-10 20:00:36.892568Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
10,current_light_mood_and_alertness,5,,,,,1,L,1,I,1,0,3,1,0,0,1,1,4,5BB36CE0-B7AF-11EF-9719-D12A670B2932,"2024-12-11 11:02:05","2024-12-11 11:02:54",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-12-11 11:02:54"",    ""utcTime"": ""2024-12-11 11:02:05.742837Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
10,current_light_mood_and_alertness,6,,,,,1,I,1,E,1,0,0,1,0,0,0,1,10,9762EE00-B7C8-11EF-A9C4-C38F445E3D5A,"2024-12-11 14:02:43","2024-12-11 14:03:33",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-12-11 14:03:34"",    ""utcTime"": ""2024-12-11 14:02:43.295912Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
10,current_light_mood_and_alertness,7,,,,,1,I,1,E,1,0,2,0,0,1,3,1,3,6AF59A20-B7E1-11EF-86C3-2DD7C2E46A01,"2024-12-11 17:00:26","2024-12-11 17:01:34",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-12-11 17:01:35"",    ""utcTime"": ""2024-12-11 17:00:26.178019Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
10,current_light_mood_and_alertness,8,,,,,1,E,0,,1,0,0,0,2,1,0,1,10,B5FBA690-B7FA-11EF-93F9-BFB96B11555F,"2024-12-11 20:01:29","2024-12-11 20:02:14",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-12-11 20:02:14"",    ""utcTime"": ""2024-12-11 20:01:29.463934Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""93""  }",result.zip,0
10,current_light_mood_and_alertness,9,,,,,1,I,1,E,1,0,1,0,0,0,0,1,6,B879A1A0-B878-11EF-9125-0752EC876CD1,"2024-12-12 11:03:30","2024-12-12 11:04:14",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-12-12 11:04:14"",    ""utcTime"": ""2024-12-12 11:03:30.226098Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
