record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,current_light_mood_and_alertness_timestamp,ema_light,currentight,check_mixedlight,additional_light,currentmood,anxious,elated,sad,angry,irritable,energetic,kss_instr,kss,uuid_4,startdate_4,enddate_4,scheduledate_4,status_4,supplementaldata_4,serializedresult_4,current_light_mood_and_alertness_complete
4,,,,,2,,,,,,,,,,,,,,,,,,,,,,
4,current_light_mood_and_alertness,1,,,,,1,I,0,,1,0,5,0,0,0,5,1,1,554B0AA0-95E7-11EF-B97A-77B94C1DDE03,"2024-10-29 11:17:07","2024-10-29 11:17:57",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-29 11:17:57"",    ""utcTime"": ""2024-10-29 11:17:07.273976Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""93""  }",result.zip,0
4,current_light_mood_and_alertness,2,,,,,1,O,0,,1,0,3,0,0,0,4,1,1,2F88A1D0-95FE-11EF-ABB1-B529559DD90B,"2024-10-29 14:00:42","2024-10-29 14:01:54",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-29 14:01:55"",    ""utcTime"": ""2024-10-29 14:00:42.349214Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""93""  }",result.zip,0
4,current_light_mood_and_alertness,3,,,,,1,I,1,E,1,0,0,0,0,0,2,1,5,949AF720-9618-11EF-A216-1F2215D3B620,"2024-10-29 17:09:38","2024-10-29 17:10:51",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-29 17:10:51"",    ""utcTime"": ""2024-10-29 17:09:38.834815Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
4,current_light_mood_and_alertness,4,,,,,1,L,1,E,1,0,0,0,0,0,1,1,6,95EBCD30-9630-11EF-931A-43777E02E8B4,"2024-10-29 20:01:28","2024-10-29 20:02:42",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-29 20:02:42"",    ""utcTime"": ""2024-10-29 20:01:28.963799Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
4,current_light_mood_and_alertness,6,,,,,1,I,1,E,1,0,3,0,0,0,5,1,2,27B03530-96AE-11EF-98CA-A5D10023F8D9,"2024-10-30 11:00:20","2024-10-30 11:01:15",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-30 11:01:15"",    ""utcTime"": ""2024-10-30 11:00:20.611040Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
4,current_light_mood_and_alertness,7,,,,,1,I,1,E,1,0,0,0,0,0,0,1,5,5177F8D0-96C7-11EF-8919-3F4688B74ADA,"2024-10-30 14:00:28","2024-10-30 14:01:12",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-30 14:01:12"",    ""utcTime"": ""2024-10-30 14:00:28.125460Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
4,current_light_mood_and_alertness,8,,,,,1,I,1,E,1,0,0,0,0,0,1,1,5,92A40C40-96E0-11EF-AC5C-713C2ECBE1EE,"2024-10-30 17:01:14","2024-10-30 17:02:11",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-30 17:02:11"",    ""utcTime"": ""2024-10-30 17:01:14.884509Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
4,current_light_mood_and_alertness,10,,,,,1,L,1,E,1,0,0,0,0,0,2,1,6,A5271600-96F9-11EF-9545-0F2A64F8F47B,"2024-10-30 20:00:43","2024-10-30 20:04:00",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-30 23:00:35.229833"",    ""utcTime"": ""2024-10-30 20:00:43.359887Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
4,current_light_mood_and_alertness,11,,,,,1,I,1,E,1,0,0,0,0,0,5,1,1,565CA7F0-9777-11EF-9ABE-71CB1D8DB866,"2024-10-31 11:00:27","2024-10-31 11:01:20",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""14"",    ""syncdate"": ""2024-10-31 11:01:21"",    ""utcTime"": ""2024-10-31 11:00:27.759486Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A235F"",    ""percentComplete"": ""100""  }",result.zip,0
