record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,current_light_mood_and_alertness_timestamp,ema_light,currentight,check_mixedlight,additional_light,currentmood,anxious,elated,sad,angry,irritable,energetic,kss_instr,kss,uuid_4,startdate_4,enddate_4,scheduledate_4,status_4,supplementaldata_4,serializedresult_4,current_light_mood_and_alertness_complete
2,,,,,2,,,,,,,,,,,,,,,,,,,,,,
2,current_light_mood_and_alertness,1,,,,,1,I,1,L,1,0,3,0,0,0,3,1,4,B62920E0-8AE4-11EF-8CD7-8D1401E27532,"2024-10-15 11:00:38","2024-10-15 11:01:24",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-10-15 11:01:24"",    ""utcTime"": ""2024-10-15 11:00:38.510547Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.2"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A217F"",    ""percentComplete"": ""100""  }",result.zip,0
2,current_light_mood_and_alertness,2,,,,,1,S,0,,1,0,4,0,0,0,3,1,6,E15BBF20-8AFD-11EF-B344-83E6465C4B9D,"2024-10-15 14:00:48","2024-10-15 14:01:38",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-10-15 14:01:39"",    ""utcTime"": ""2024-10-15 14:00:48.401935Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.2"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A217F"",    ""percentComplete"": ""93""  }",result.zip,0
2,current_light_mood_and_alertness,3,,,,,1,L,1,E,1,4,1,0,0,0,0,1,9,FA04BA90-8B16-11EF-9BF2-EF0AEC3DA3C2,"2024-10-15 17:00:27","2024-10-15 17:01:13",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-10-15 17:01:13"",    ""utcTime"": ""2024-10-15 17:00:27.193386Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.2"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A217F"",    ""percentComplete"": ""100""  }",result.zip,0
2,current_light_mood_and_alertness,4,,,,,1,D,1,E,1,0,2,0,0,0,4,1,6,0A718720-8B33-11EF-A37C-C18D88F825AC,"2024-10-15 20:21:20","2024-10-15 20:22:14",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-10-15 20:22:15"",    ""utcTime"": ""2024-10-15 20:21:20.658816Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.2"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A217F"",    ""percentComplete"": ""100""  }",result.zip,0
2,current_light_mood_and_alertness,5,,,,,1,O,1,E,1,1,2,0,0,0,5,1,2,DE67C380-8BAD-11EF-A205-EF7E0759F4FB,"2024-10-16 11:00:34","2024-10-16 11:01:41",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-10-16 11:01:41"",    ""utcTime"": ""2024-10-16 11:00:34.871638Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.2"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A217F"",    ""percentComplete"": ""100""  }",result.zip,0
2,current_light_mood_and_alertness,6,,,,,1,E,1,O,1,0,3,0,0,0,5,1,6,3110C4B0-8BC7-11EF-97B2-190BD9AF1A93,"2024-10-16 14:01:50","2024-10-16 14:02:34",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-10-16 14:22:55.369160"",    ""utcTime"": ""2024-10-16 14:01:50.964118Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.2"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A217F"",    ""percentComplete"": ""100""  }",result.zip,0
2,current_light_mood_and_alertness,9,,,,,1,I,0,,1,0,2,0,0,0,4,1,5,2EFB96F0-8BE0-11EF-82C2-174694D771F7,"2024-10-16 17:00:44","2024-10-16 17:02:57",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-10-16 17:02:57"",    ""utcTime"": ""2024-10-16 17:00:44.895395Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.2"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A217F"",    ""percentComplete"": ""93""  }",result.zip,0
2,current_light_mood_and_alertness,10,,,,,1,E,0,,1,0,1,0,0,0,4,1,6,4BB2EEB0-8BF9-11EF-9287-B9D7A753E448,"2024-10-16 20:00:30","2024-10-16 20:00:59",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-10-16 20:00:59"",    ""utcTime"": ""2024-10-16 20:00:30.490919Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.2"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A217F"",    ""percentComplete"": ""93""  }",result.zip,0
2,current_light_mood_and_alertness,11,,,,,1,I,0,,1,0,5,0,0,0,5,1,1,05D00350-8C77-11EF-8DA2-7B32762AD0DE,"2024-10-17 11:00:29","2024-10-17 11:01:08",,1,"{    ""devicemanufacturer"": ""samsung"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-10-17 11:01:08"",    ""utcTime"": ""2024-10-17 11:00:29.829231Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.2"",    ""configversion"": ""0"",    ""devicemodel"": ""SM-A217F"",    ""percentComplete"": ""93""  }",result.zip,0
