record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,current_light_mood_and_alertness_timestamp,ema_light,currentight,check_mixedlight,additional_light,currentmood,anxious,elated,sad,angry,irritable,energetic,kss_instr,kss,uuid_4,startdate_4,enddate_4,scheduledate_4,status_4,supplementaldata_4,serializedresult_4,current_light_mood_and_alertness_complete
11,,,,,2,,,,,,,,,,,,,,,,,,,,,,
11,current_light_mood_and_alertness,1,,,,,1,I,1,E,1,0,1,0,0,0,3,1,3,20844480-BC66-11EF-8420-57FB3C7720D8,"2024-12-17 11:00:29","2024-12-17 11:02:05",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-17 11:02:06"",    ""utcTime"": ""2024-12-17 11:00:29.000257Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""100""  }",result.zip,0
11,current_light_mood_and_alertness,2,,,,,1,O,0,,1,0,0,0,1,0,4,1,3,56E54B60-BC83-11EF-B1EA-15E9BB93C59C,"2024-12-17 14:29:35","2024-12-17 14:30:12",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-17 14:30:13"",    ""utcTime"": ""2024-12-17 14:29:35.638178Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""93""  }",result.zip,0
11,current_light_mood_and_alertness,3,,,,,1,L,0,,1,0,0,0,0,0,4,1,3,EB676F10-BC98-11EF-BEB2-15C1D1B4FD36,"2024-12-17 17:04:04","2024-12-17 17:04:32",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-17 17:04:33"",    ""utcTime"": ""2024-12-17 17:04:04.225300Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""93""  }",result.zip,0
11,current_light_mood_and_alertness,4,,,,,1,L,1,E,1,0,0,0,0,0,1,1,2,C3182EF0-BCB1-11EF-A396-433DE0E6470D,"2024-12-17 20:01:54","2024-12-17 20:03:37",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-17 20:03:38"",    ""utcTime"": ""2024-12-17 20:01:54.015205Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""100""  }",result.zip,0
11,current_light_mood_and_alertness,5,,,,,1,I,1,E,1,0,0,0,0,0,3,1,3,60D21CF0-BD2F-11EF-821C-69855024B694,"2024-12-18 11:01:05","2024-12-18 11:01:45",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-18 11:01:45"",    ""utcTime"": ""2024-12-18 11:01:05.727663Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""100""  }",result.zip,0
11,current_light_mood_and_alertness,6,,,,,1,L,1,E,1,0,0,0,0,0,3,1,3,75796640-BD48-11EF-BF4E-CB9D5A108544,"2024-12-18 14:00:37","2024-12-18 14:01:00",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-18 14:01:00"",    ""utcTime"": ""2024-12-18 14:00:37.796058Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""100""  }",result.zip,0
11,current_light_mood_and_alertness,7,,,,,1,L,1,E,1,0,0,0,0,0,1,1,2,C4DF9AB0-BD70-11EF-8937-B1A3E519E4D2,"2024-12-18 18:49:10","2024-12-18 18:49:31",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-18 18:49:32"",    ""utcTime"": ""2024-12-18 18:49:10.874938Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""100""  }",result.zip,0
11,current_light_mood_and_alertness,8,,,,,1,L,1,E,1,0,1,0,0,0,1,1,2,CD257AA0-BD7A-11EF-BE24-6F0BE748330F,"2024-12-18 20:00:59","2024-12-18 20:01:36",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-18 20:01:36"",    ""utcTime"": ""2024-12-18 20:00:59.722601Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""100""  }",result.zip,0
11,current_light_mood_and_alertness,9,,,,,1,L,1,E,1,0,1,0,0,0,1,1,2,3B641370-BDFB-11EF-B45C-87B905C310B8,"2024-12-19 11:20:20","2024-12-19 11:20:49",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-19 11:20:49"",    ""utcTime"": ""2024-12-19 11:20:20.263171Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""100""  }",result.zip,0
11,current_light_mood_and_alertness,10,,,,,1,L,0,E,1,0,2,0,0,0,2,1,2,A6A69B00-BE12-11EF-B45C-87B905C310B8,"2024-12-19 14:07:58","2024-12-19 14:08:28",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""16.2"",    ""syncdate"": ""2024-12-19 14:08:28"",    ""utcTime"": ""2024-12-19 14:07:58.640644Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.5"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone10,6"",    ""percentComplete"": ""100""  }",result.zip,0
