record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,current_light_mood_and_alertness_timestamp,ema_light,currentight,check_mixedlight,additional_light,currentmood,anxious,elated,sad,angry,irritable,energetic,kss_instr,kss,uuid_4,startdate_4,enddate_4,scheduledate_4,status_4,supplementaldata_4,serializedresult_4,current_light_mood_and_alertness_complete
1,,,,,2,,,,,,,,,,,,,,,,,,,,,,
1,current_light_mood_and_alertness,1,,,,,1,E,1,L,1,0,0,0,0,0,3,1,3,B70BB920-8588-11EF-A6E9-4DD5394901C5,"2024-10-08 15:19:30","2024-10-08 15:20:34",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""3DB98A28-2F96-42C6-893A-7675B6827B3C"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.4.1"",    ""syncdate"": ""2024-10-08 15:20:35"",    ""utcTime"": ""2024-10-08 15:19:30.482124Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.1"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone9,2"",    ""percentComplete"": ""100""  }",result.zip,0
1,current_light_mood_and_alertness,2,,,,,1,O,1,E,1,0,0,0,0,0,2,1,6,B1412250-8592-11EF-97E4-E9740C46C25C,"2024-10-08 16:30:55","2024-10-08 16:31:50",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""3DB98A28-2F96-42C6-893A-7675B6827B3C"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.4.1"",    ""syncdate"": ""2024-10-08 16:31:50"",    ""utcTime"": ""2024-10-08 16:30:55.733312Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.1"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone9,2"",    ""percentComplete"": ""100""  }",result.zip,0
1,current_light_mood_and_alertness,3,,,,,1,L,0,,1,0,0,0,0,0,1,1,8,988A37D0-85B3-11EF-97E4-E9740C46C25C,"2024-10-08 20:26:27","2024-10-08 20:27:30",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""3DB98A28-2F96-42C6-893A-7675B6827B3C"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.4.1"",    ""syncdate"": ""2024-10-08 20:27:30"",    ""utcTime"": ""2024-10-08 20:26:27.661689Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.1"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone9,2"",    ""percentComplete"": ""93""  }",result.zip,0
1,current_light_mood_and_alertness,4,,,,,1,E,1,L,1,0,0,0,0,0,5,1,2,59F2C7D0-8630-11EF-8980-2D4E656F0DA8,"2024-10-09 11:19:29","2024-10-09 11:20:15",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""3DB98A28-2F96-42C6-893A-7675B6827B3C"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.4.1"",    ""syncdate"": ""2024-10-09 11:20:16"",    ""utcTime"": ""2024-10-09 11:19:29.741759Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.1"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone9,2"",    ""percentComplete"": ""100""  }",result.zip,0
1,current_light_mood_and_alertness,5,,,,,1,L,1,E,1,0,0,0,0,0,2,1,3,E052F320-8646-11EF-A7EC-5DF5C82F98F3,"2024-10-09 14:00:44","2024-10-09 14:01:23",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""3DB98A28-2F96-42C6-893A-7675B6827B3C"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.4.1"",    ""syncdate"": ""2024-10-09 14:01:24"",    ""utcTime"": ""2024-10-09 14:00:44.114251Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.1"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone9,2"",    ""percentComplete"": ""100""  }",result.zip,0
1,current_light_mood_and_alertness,6,,,,,1,I,1,E,1,0,0,0,0,0,1,1,6,09DC0010-8660-11EF-A7EC-5DF5C82F98F3,"2024-10-09 17:00:51","2024-10-09 17:01:55",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""3DB98A28-2F96-42C6-893A-7675B6827B3C"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.4.1"",    ""syncdate"": ""2024-10-09 17:01:55"",    ""utcTime"": ""2024-10-09 17:00:51.217457Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.1"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone9,2"",    ""percentComplete"": ""100""  }",result.zip,0
1,current_light_mood_and_alertness,7,,,,,1,L,1,E,1,2,0,0,0,0,1,1,3,2B8D73B0-8679-11EF-8D07-C1FC91FCE4CC,"2024-10-09 20:00:45","2024-10-09 20:01:22",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""3DB98A28-2F96-42C6-893A-7675B6827B3C"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.4.1"",    ""syncdate"": ""2024-10-09 20:01:22"",    ""utcTime"": ""2024-10-09 20:00:45.163395Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.1"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone9,2"",    ""percentComplete"": ""100""  }",result.zip,0
1,current_light_mood_and_alertness,8,,,,,1,E,1,L,1,0,0,0,0,0,6,1,1,E40DA130-86F6-11EF-8989-6BF09B0ADCC7,"2024-10-10 11:00:41","2024-10-10 11:01:14",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""3DB98A28-2F96-42C6-893A-7675B6827B3C"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.4.1"",    ""syncdate"": ""2024-10-10 11:01:15"",    ""utcTime"": ""2024-10-10 11:00:41.795843Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.1"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone9,2"",    ""percentComplete"": ""100""  }",result.zip,0
1,current_light_mood_and_alertness,9,,,,,1,L,1,E,1,0,0,0,0,0,3,1,2,5FE3C090-8711-11EF-9A7C-AFE445AA3183,"2024-10-10 14:10:16","2024-10-10 14:11:31",,1,"{    ""devicemanufacturer"": ""Apple"",    ""deviceuuid"": ""3DB98A28-2F96-42C6-893A-7675B6827B3C"",    ""deviceplatform"": ""iOS"",    ""deviceversion"": ""15.4.1"",    ""syncdate"": ""2024-10-10 14:53:02.230924"",    ""utcTime"": ""2024-10-10 14:10:16.473787Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.1"",    ""configversion"": ""0"",    ""devicemodel"": ""iPhone9,2"",    ""percentComplete"": ""100""  }",result.zip,0
