record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,current_light_mood_and_alertness_timestamp,ema_light,currentight,check_mixedlight,additional_light,currentmood,anxious,elated,sad,angry,irritable,energetic,kss_instr,kss,uuid_4,startdate_4,enddate_4,scheduledate_4,status_4,supplementaldata_4,serializedresult_4,current_light_mood_and_alertness_complete
6,,,,,2,,,,,,,,,,,,,,,,,,,,,,
6,current_light_mood_and_alertness,1,,,,,1,L,1,O,1,1,4,0,0,1,5,1,2,800AA170-A0E5-11EF-8C86-99177EA85D97,"2024-11-12 11:01:42","2024-11-12 11:06:00",,1,"{    ""devicemanufacturer"": ""LGE"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""9"",    ""syncdate"": ""2024-11-12 11:06:01"",    ""utcTime"": ""2024-11-12 11:01:42.791218Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""LM-Q925K"",    ""percentComplete"": ""100""  }",result.zip,0
6,current_light_mood_and_alertness,2,,,,,1,L,1,I,1,0,3,0,0,1,4,1,3,A4BCB570-A0FF-11EF-9BCC-BF2D2EB93A4E,"2024-11-12 14:08:51","2024-11-12 14:10:07",,1,"{    ""devicemanufacturer"": ""LGE"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""9"",    ""syncdate"": ""2024-11-12 14:10:08"",    ""utcTime"": ""2024-11-12 14:08:51.270972Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""LM-Q925K"",    ""percentComplete"": ""100""  }",result.zip,0
6,current_light_mood_and_alertness,3,,,,,1,L,1,I,1,0,4,0,0,1,4,1,8,A85B4C10-A117-11EF-871B-E506AB9957CE,"2024-11-12 17:00:45","2024-11-12 17:02:06",,1,"{    ""devicemanufacturer"": ""LGE"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""9"",    ""syncdate"": ""2024-11-12 17:02:07"",    ""utcTime"": ""2024-11-12 17:00:45.262200Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""LM-Q925K"",    ""percentComplete"": ""100""  }",result.zip,0
6,current_light_mood_and_alertness,4,,,,,1,L,1,E,1,0,3,0,0,1,4,1,2,CF93B240-A130-11EF-BA7E-1BB43005D237,"2024-11-12 20:00:48","2024-11-12 20:01:58",,1,"{    ""devicemanufacturer"": ""LGE"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""9"",    ""syncdate"": ""2024-11-12 20:01:58"",    ""utcTime"": ""2024-11-12 20:00:48.483229Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""LM-Q925K"",    ""percentComplete"": ""100""  }",result.zip,0
6,current_light_mood_and_alertness,5,,,,,1,I,1,E,1,0,3,0,0,0,5,1,2,FC5B8620-A1AF-11EF-A20B-C19CBACB004B,"2024-11-13 11:11:09","2024-11-13 11:11:59",,1,"{    ""devicemanufacturer"": ""LGE"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""9"",    ""syncdate"": ""2024-11-13 11:11:59"",    ""utcTime"": ""2024-11-13 11:11:09.698568Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""LM-Q925K"",    ""percentComplete"": ""100""  }",result.zip,0
6,current_light_mood_and_alertness,6,,,,,1,O,1,E,1,0,4,1,0,0,5,1,2,FE62B3E0-A1C7-11EF-B2D8-D797FFCE70B6,"2024-11-13 14:03:01","2024-11-13 14:04:17",,1,"{    ""devicemanufacturer"": ""LGE"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""9"",    ""syncdate"": ""2024-11-13 14:04:17"",    ""utcTime"": ""2024-11-13 14:03:01.022421Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""LM-Q925K"",    ""percentComplete"": ""100""  }",result.zip,0
6,current_light_mood_and_alertness,7,,,,,1,I,1,E,1,0,4,1,0,0,3,1,2,E91776B0-A1E0-11EF-B2D8-D797FFCE70B6,"2024-11-13 17:01:22","2024-11-13 17:02:04",,1,"{    ""devicemanufacturer"": ""LGE"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""9"",    ""syncdate"": ""2024-11-13 17:02:04"",    ""utcTime"": ""2024-11-13 17:01:22.715035Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""LM-Q925K"",    ""percentComplete"": ""100""  }",result.zip,0
6,current_light_mood_and_alertness,8,,,,,1,S,1,E,1,0,4,0,0,1,4,1,2,FECE3430-A1F9-11EF-A370-05AF9642E316,"2024-11-13 20:00:56","2024-11-13 20:02:06",,1,"{    ""devicemanufacturer"": ""LGE"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""9"",    ""syncdate"": ""2024-11-13 20:02:07"",    ""utcTime"": ""2024-11-13 20:00:56.556433Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""LM-Q925K"",    ""percentComplete"": ""100""  }",result.zip,0
6,current_light_mood_and_alertness,9,,,,,1,I,1,L,1,1,3,0,0,0,5,1,2,66E3DE00-A28E-11EF-B1EE-858375BB5C53,"2024-11-14 13:43:16","2024-11-14 13:43:52",,1,"{    ""devicemanufacturer"": ""LGE"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""9"",    ""syncdate"": ""2024-11-14 13:43:53"",    ""utcTime"": ""2024-11-14 13:43:16.697560Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""GMT"",    ""appversion"": ""2.1.4"",    ""configversion"": ""0"",    ""devicemodel"": ""LM-Q925K"",    ""percentComplete"": ""100""  }",result.zip,0
